video_title,author,comment_text
I bought the CHEAPEST Tech in India!,@alexzoe8941,YOU KNOW THE PERSON MASSAGING CAN UNDERSTAND EVERYTHING YOU SAY 😂😂
I bought the CHEAPEST Tech in India!,@RACHITRA,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=356"">5:56</a> not a single shop sells the lava phone<br><a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=315"">5:15</a> there it is on the shelf"
I bought the CHEAPEST Tech in India!,@da_yyaam,This is how my cousin behaves everytime in public after coming from US!
I bought the CHEAPEST Tech in India!,@Petro72690,But they things may from china if not things for china maybe parts from china
I bought the CHEAPEST Tech in India!,@alnasrthanos,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=442"">7:22</a> map is wrong"
I bought the CHEAPEST Tech in India!,@Kev.NTheLich,"Even tho im not that big of a tech guy, youre videos always keep me coming back."
I bought the CHEAPEST Tech in India!,@mojibi,Sometimes we ourselves forget the tech haven we&#39;ve got here in terms of value for money. &#39;Jugaad&#39; ftw
I bought the CHEAPEST Tech in India!,@MiSchli,The whole time I thought....the sound is off and weird in this one. Definitely not up to the standard of your other videos....<br><br>Cue the DJI mic ad and...yeah...maybe not the best showcase for this product....😂
I bought the CHEAPEST Tech in India!,@Cosmosable,iPhone is actually keypad 😂😂😂
I bought the CHEAPEST Tech in India!,@ziro_noor,Most of the product is made in CHINA
I bought the CHEAPEST Tech in India!,@Pedroto3,"he rickrolled us with a backpack, he has no limits"
I bought the CHEAPEST Tech in India!,@lauragamliel8666,Happy birthday is actually not copyright free
I bought the CHEAPEST Tech in India!,@Ironbanner12,"I mean, Apple does manufacture a lot of stuff here, so its not surprising that the fake phone case isn&#39;t that bad."
I bought the CHEAPEST Tech in India!,@silentred8333,my guy went into local shops and  exposed thier fakeness
I bought the CHEAPEST Tech in India!,@Prakhar_Kumar00,"Lmao,<br>The roti he made😅😅🫂"
I bought the CHEAPEST Tech in India!,@niranjand4238,Most of them are just Chinese made: truth
I bought the CHEAPEST Tech in India!,@menace.20.8,bru u cant do us like that wit the auto thumbnail😭😂
I bought the CHEAPEST Tech in India!,@samuelfinsy4456,damn they have that nike jaden shoes
I bought the CHEAPEST Tech in India!,@Jack-jackyt,Arun the roti you have made is uncooked.
I bought the CHEAPEST Tech in India!,@suryatejaktr,It&#39;s ironic that the foot massager was delivered by someone who actually needed it
I bought the CHEAPEST Tech in India!,@harshchallani,The way he says roti😂🫠
I bought the CHEAPEST Tech in India!,@QuranShareef27,"The editors were on demon time for this one, the animations at <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1407"">23:27</a> and <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1436"">23:56</a> were unexpected but those animations gave the video a fun and well-made cartoonish tone, and also the cutouts (I don&#39;t know if that&#39;s a correct word for them) such as in <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=2027"">33:47</a> were funny."
I bought the CHEAPEST Tech in India!,@whitedevil_O,u need to<br> cook that uncooked rotiiiii
I bought the CHEAPEST Tech in India!,@Chiu_Hindusthani,@mrwhosetheboss you cant cook roti........... roti maker machine was good but not the cook...
I bought the CHEAPEST Tech in India!,@SuperOriginal,"too be fair, that audio did sound like it&#39;s from 1970"
I bought the CHEAPEST Tech in India!,@kedharnadh,Where you now bro ? I think it&#39;s the best time to meet you 😊
I bought the CHEAPEST Tech in India!,@SHADOW-xs6zg,"Brotherr, your hairline is receding 🥹<br>Appreciate your efforts till todayy btww<br>Literally a huge part of my childhood (I&#39;m 20 noww) take care of your self brotherr❤"
I bought the CHEAPEST Tech in India!,@priyamdhar772,New content make 1 vid in hindi 😂😂
I bought the CHEAPEST Tech in India!,@vaibhvtripathi,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1020"">17:00</a> What did he say in hindi?"
I bought the CHEAPEST Tech in India!,@uraveragebengali,hell nah that roti has me in tears😭😭
I bought the CHEAPEST Tech in India!,@aayushjaiswal8502,jugaad always works here
I bought the CHEAPEST Tech in India!,@virxj,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=439"">7:19</a> Bro change the map before it gets controversial💀"
I bought the CHEAPEST Tech in India!,@recordedanemone6399,Bro needs to know how to pronounce &quot;roti&quot; property
I bought the CHEAPEST Tech in India!,@ReviewPatrao,"Arun come to Goa let&#39;s get some nice food, chill at a beach and talk about tech 🔥"
I bought the CHEAPEST Tech in India!,@tokutohyepthomi5084,After watching your video apple definitely gonna sue us 😂
I bought the CHEAPEST Tech in India!,@olafplays,"Technically, I don&#39;t even know what I wanted to comment lol."
I bought the CHEAPEST Tech in India!,@RyuuNakamura,This was the most fun I had watching a Mrwhosetheboss&#39;s video
I bought the CHEAPEST Tech in India!,@Sid-cf2ni,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=870"">14:30</a> i thought he was speaking Japanese at first"
I bought the CHEAPEST Tech in India!,@Arununni1994com,"You should visit Kerala, kochin. You will be surprised with the tech people using and the culture of the state."
I bought the CHEAPEST Tech in India!,@charankvi,batterly life??????? are you mocking or did you guys make a genuine spell error :)
I bought the CHEAPEST Tech in India!,@truedivyansh,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=780"">13:00</a> whattt the hell is this 😂"
I bought the CHEAPEST Tech in India!,@user-hx4ym1bk2u,This is the most offensive review
I bought the CHEAPEST Tech in India!,@devsharman7315,you just cannot miss ram mandir darshan
I bought the CHEAPEST Tech in India!,@Prakhar_Kumar00,LMFAO when he said &quot;JUGAAD&quot;.<br>I&#39;M DONE!<br>IM DONE! <br>😅😅😅
I bought the CHEAPEST Tech in India!,@user-aryanadwani,Whre can we buy the massager
I bought the CHEAPEST Tech in India!,@adityatiwari6442,All the people there are for technical guruji
I bought the CHEAPEST Tech in India!,@rerko1tw,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=380"">6:20</a> time to rizz the bar 💀 got me laughing"
I bought the CHEAPEST Tech in India!,@kisna.sk.,Need part 2 😂
I bought the CHEAPEST Tech in India!,@Choudhary_Raja,Content Boltey 🔥🥂
I bought the CHEAPEST Tech in India!,@BlingScarface,In starting i just missed that Technical guruji is also in the frame
I bought the CHEAPEST Tech in India!,@ten-ninety-six40,"Hi Mrwhosetheboss, you accidentally leaked your location at &#39;Sukoon Farms&#39; at <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=2202"">36:42</a>, sorry for saying it out loud, just wanted you to know."
I bought the CHEAPEST Tech in India!,@VK-zb5vj,The stereotypical bg music 😭
I bought the CHEAPEST Tech in India!,@SASTSimon,Hello
I bought the CHEAPEST Tech in India!,@thedude7134,Guru basically scammed you with that folding phone and backpack lol
I bought the CHEAPEST Tech in India!,@carloss739,Where is the Apple vision Pro video 😢
I bought the CHEAPEST Tech in India!,@zeromatic,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1065"">17:45</a> thats what"
I bought the CHEAPEST Tech in India!,@ryankarche4734,Do a honor magic 6 pro review @Mrwhosetheboss
I bought the CHEAPEST Tech in India!,@dayacknior,Man u should call urself a tech-God
I bought the CHEAPEST Tech in India!,@faizalfaiya,Bru botched that roti but we move 🫓
I bought the CHEAPEST Tech in India!,@SastaTansenOP,Typical Tacky NRI &#39;Wannabe&#39; Music 😂
I bought the CHEAPEST Tech in India!,@sumitbajpai3613,I&#39;m not sure if roti maker was bad or dough was😅😅
I bought the CHEAPEST Tech in India!,@Suli-sv1yl,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=441"">7:21</a> wrong Bharat map shown in this video.<br>I think you should correct it.<br>By the way…..I already have reported it."
I bought the CHEAPEST Tech in India!,@Vishal12,I am eagerly waiting for this video <br>From last 2 weeks ❤❤❤❤❤❤
I bought the CHEAPEST Tech in India!,@swapnilsingh8977,Bhai yeh kya roti kha li 😵‍💫
I bought the CHEAPEST Tech in India!,@Goodgodbhanu,Next time come to Bengaluru and get any phone unlocked for a price that even Apple is surprised at!
I bought the CHEAPEST Tech in India!,@jide_500,Pls can u help us review the vision pro😏
I bought the CHEAPEST Tech in India!,@reedbeavers6223,The apps and services of blinkit and uc are crazy cool to me!
I bought the CHEAPEST Tech in India!,@cvb970,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=442"">7:22</a> the map used here is incorrect! Please rectify it Arun before YouTube takes down your video! Many similar incidences have happened in the past."
I bought the CHEAPEST Tech in India!,@vaibhvtripathi,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=973"">16:13</a> He&#39;s trying to hide his face"
I bought the CHEAPEST Tech in India!,@archaetheronix,arun wearing Punjabi is so cute ❤
I bought the CHEAPEST Tech in India!,@_AshishKumar-jk9uh,💪
I bought the CHEAPEST Tech in India!,@FaizalKuntz,"Alright, tell me who&#39;s change the thumbnail?"
I bought the CHEAPEST Tech in India!,@rasivhssen4543,Come to Bangladesh
I bought the CHEAPEST Tech in India!,@priyodarshansadhu5132,Mazedaar!! Your videos are a delight to watch!!
I bought the CHEAPEST Tech in India!,@rasivhssen4543,Come to Bangladesh 😊😊😊
I bought the CHEAPEST Tech in India!,@LtRyanPYT,"Really enjoyed this video, man!<br><br>Appreciating how you approached &#39;humble&#39; tech from a realistic perspective. 10 out of 10."
I bought the CHEAPEST Tech in India!,@user-jm9iw6mm9o,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1407"">23:27</a> :- cute animation 😂"
I bought the CHEAPEST Tech in India!,@SastaTansenOP,Oops... He&#39;s wearing shoes indoors!<br>Amma&#39;s Chappal incoming Arun... Better watch out 😂
I bought the CHEAPEST Tech in India!,@pippin9466,Can mrwhosthboss speak Hindi?
I bought the CHEAPEST Tech in India!,@good_morning504,It`s funny how Casetify has come its way from being advertised by Arun to being roasted
I bought the CHEAPEST Tech in India!,@Watermellonn2008,Fact what seems cheap to you is quite expensive to us and we would bargain for it 😅😅
I bought the CHEAPEST Tech in India!,@im_rego,Bro doesn&#39;t know there is a jugad for surfshark also 😭😭😭
I bought the CHEAPEST Tech in India!,@machometus,Made in China 😅
I bought the CHEAPEST Tech in India!,@adamhendrickson512,I want Blinkit in America.
I bought the CHEAPEST Tech in India!,@Heinickens,It is a fun video an very interesting. But I think it is missing the overview about why all this can be so cheap there are no regulations in terms of safety for the user and the bad working conditions people ned to be in to produce something that cheap. I am not saying that brads like Apple are way better but they are getting more and mor regulated but those super cheap brands are many steps behind.
I bought the CHEAPEST Tech in India!,@AbhiR0003,Welcome to Bharat 🙏
I bought the CHEAPEST Tech in India!,@param9254,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> Bro is gonna get cancelled for that!!!!!!"
I bought the CHEAPEST Tech in India!,@MellowJelloFellow,Boat Is Premium Quality. No Way They Would Price A Speaker At £16.
I bought the CHEAPEST Tech in India!,@domesticd3signer339,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=976"">16:16</a> isnt happy birthday also copyright?"
I bought the CHEAPEST Tech in India!,@OnceUponATechie,"I don&#39;t even carry my wallet because of UPI, everyone uses it here, and glad to see that you&#39;ve highlighted this technology in the video🔥"
I bought the CHEAPEST Tech in India!,@surajsahoo4748,I was loving the entire video until 7.20. it broke my heart. Hope to see the right map
I bought the CHEAPEST Tech in India!,@kengee11,This video was so unexpected lmao
I bought the CHEAPEST Tech in India!,@digitalmarketing8452,Come in Bangladesh.
I bought the CHEAPEST Tech in India!,@nabri-nfg3262,This is embarrassing  all that stuff in the USA would be 2x the price
I bought the CHEAPEST Tech in India!,@777VIV,THIS IS EPICCC
I bought the CHEAPEST Tech in India!,@ujjwalpapatwan5586,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=441"">7:21</a> India&#39;s distorted map did not expect this from you 😡 unsubscribe"
I bought the CHEAPEST Tech in India!,@Mr_Ashley,And there was me thinking Indians still lived in huts….
I bought the CHEAPEST Tech in India!,@theteenageengineer,January 1st 1970 is an interesting date for tech. If you try to get a time from a time server you’ll get an integer back. That number is the number of seconds since January 1st 1970 and that’s how computers keep time.
I bought the CHEAPEST Tech in India!,@TimothyVasquez.,some guy: well well well....
I bought the CHEAPEST Tech in India!,@dreamzbts6585,I&#39;ve travelled to UK as my family is there &amp; the second I land I can already feel the difference. Be it UPI or quick delivery apps it&#39;s crazy<br>I still remember visiting in December realising I need to actually pull out my card to make payments
I bought the CHEAPEST Tech in India!,@sirazfatwani7516,"On some parts of the video, I felt like Arun was being biased... Overall the reactions on UPI payment system and some other parts was absolutely geniune."
I bought the CHEAPEST Tech in India!,@MrJamiez,Going back home? 😂
I bought the CHEAPEST Tech in India!,@Zeke1368,&quot;toh chaliye shuru krte hain.&quot;
I bought the CHEAPEST Tech in India!,@jatinsahoo458,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> Common Arun... you dissapoint me here.... 😑"
I bought the CHEAPEST Tech in India!,@rafidthegreat,did you know arun was born on his birthday
I bought the CHEAPEST Tech in India!,@VanshChaudhary-yd5cp,Ye guru ji Guwu ji kaise ho gye
I bought the CHEAPEST Tech in India!,@Raderade1-pt3om,Most of them are cheap chinese imports
I bought the CHEAPEST Tech in India!,@klatchabobby,"It baffles me that people in other countries are even interested in buying such obviously fake and low-quality knockoffs as if nobody knows that they&#39;re using clearly fake stuff. Like, what&#39;s the point"
I bought the CHEAPEST Tech in India!,@khanawais.,Bro come to Pakistan ❤
I bought the CHEAPEST Tech in India!,@Prakhar_Kumar00,No boAt founder was harmed in this video😅😅😅🫡
I bought the CHEAPEST Tech in India!,@rochikentv,well boat has the biggest market capture when it comes to earphones so the quality has to be good AIRDOPES haha lol
I bought the CHEAPEST Tech in India!,@Echolonix,We do kinda have something similar in the UK called getir
I bought the CHEAPEST Tech in India!,@shashwatsingh692,Bharat is not for begginers and even experts
I bought the CHEAPEST Tech in India!,@user-jm9iw6mm9o,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1189"">19:49</a> thats what she said"
I bought the CHEAPEST Tech in India!,@heliosak,Bought Galaxy M34 for my dad as Dussera gift.
I bought the CHEAPEST Tech in India!,@vdawar8,It’s hilarious how you did an entire section of the video while a guy giving you shoulder massage 😂😂😂
I bought the CHEAPEST Tech in India!,@gokulanandh9454,Man&#39;s back to his home!
I bought the CHEAPEST Tech in India!,@hrishabhpal5823,Use right map
I bought the CHEAPEST Tech in India!,@GSTech69,We need to promote lava now
I bought the CHEAPEST Tech in India!,@kamalsinghdeo,Great 👏🎉❤
I bought the CHEAPEST Tech in India!,@user-nd7hk2en2r,Me
I bought the CHEAPEST Tech in India!,@shyamjames9567,Airdopes seems pre-owned!
I bought the CHEAPEST Tech in India!,@harurosech.4848,wow he didnt talk about the smell
I bought the CHEAPEST Tech in India!,@chuno1387,Why was the audio so garbage for this video?!
I bought the CHEAPEST Tech in India!,@porschexual,the apple watch is insane for the price
I bought the CHEAPEST Tech in India!,@hussainmithi8883,This is so extremely overexaggerated.
I bought the CHEAPEST Tech in India!,@NavmeetSingh,Your Rotimaker won&#39;t work in North America because of the voltage difference
I bought the CHEAPEST Tech in India!,@leakayd,is there links to these items??? be nice
I bought the CHEAPEST Tech in India!,@samislam5946,You should wear traditional clothes in your videos more often you look nice
I bought the CHEAPEST Tech in India!,@4AM-214,"Yo that bag is sick dude, i would like to have one"
I bought the CHEAPEST Tech in India!,@thdvrj,what hindi is he speaking 😭
I bought the CHEAPEST Tech in India!,@Wusoup,go to china
I bought the CHEAPEST Tech in India!,@lite6384,One of the best episode.<br>Reminds me why I like tech content
I bought the CHEAPEST Tech in India!,@masterphoenix258,"bro really advertised for the companies featured here like blinkit, uc and lava"
I bought the CHEAPEST Tech in India!,@bhavikbansal5571,"This video was a masterpiece<br>And also <br>Thanks for reviewing the lava Agni 2<br>I was planning to buy it and after finally seeing your review on it, i can finally settle on buying that"
I bought the CHEAPEST Tech in India!,@JoseRodriguez-dx4pb,Rip-off of a rip-off: ripception😅😅
I bought the CHEAPEST Tech in India!,@user-vg1bk9ux6r,Nice one Arun! Shout out from Mumbai...... cheers!
I bought the CHEAPEST Tech in India!,@AryanSingh11,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1022"">17:02</a> IDK what he said there , even though I have been speaking Hindi from my birth"
I bought the CHEAPEST Tech in India!,@user-lr8fy8bk7n,change the thumbnail to ft Guruji and see the views skyrocket
I bought the CHEAPEST Tech in India!,@kirito..,At least these cheap consoles are better than what DKOldies offering 🙂
I bought the CHEAPEST Tech in India!,@johnguru2870,A2D RAid
I bought the CHEAPEST Tech in India!,@nileshmandal8389,Ayo
I bought the CHEAPEST Tech in India!,@RupaliDas17,Camera shakes are crazy..
I bought the CHEAPEST Tech in India!,@masterphoenix258,"fun fact in one of the shops u went at <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=314"">5:14</a> there was a lava agni 2 sitting right there and you didnt notice"
I bought the CHEAPEST Tech in India!,@aditeyabhaskar5413,Tell me this wasn&#39;t in Mumbai
I bought the CHEAPEST Tech in India!,@mohism774,Did you just give 8+ score to products that will be broken after a month?
I bought the CHEAPEST Tech in India!,@shashiranjan3626,Cant wait for this video to blow up and become one of the most viewed ones for mrwhosetheboss
I bought the CHEAPEST Tech in India!,@amannagina3224,When you realize Arun is a real technical person not Technical guru ji
I bought the CHEAPEST Tech in India!,@shivamagrawal4422,Bhut badiya bhai❤😂
I bought the CHEAPEST Tech in India!,@billuG16,Do you guys watch his videos for the tech or just the fun of it. He really knows how to make good videos.
I bought the CHEAPEST Tech in India!,@Itisluffy,Crazyy collab😊
I bought the CHEAPEST Tech in India!,@developingteen7774,Humari cheez hume hi dikha raha hai
I bought the CHEAPEST Tech in India!,@arpanabinaswar1811,"Lol those Guys who are saying crowd is for TG not Arun. Majority of Tech Savy Indians Follow Arun. Many of them may not understand spoken english but they watch Aruns Video with Subtitles  ( My own House help Guy does that , he saw me once watching Aruns video and later I found him watching Aruns Video with Subtitles- He cannot Understand spoken english espicially in Foreign Accent but he can read and Write English )"
I bought the CHEAPEST Tech in India!,@hafsatahir7376,Thats a big difference in mic quality
I bought the CHEAPEST Tech in India!,@PluresChoices,The casetify stray bullet lmaoooo😂😂😂
I bought the CHEAPEST Tech in India!,@golutyagi8577,Bruhhh u don know how to use the roti maker for sure 😂😂😂
I bought the CHEAPEST Tech in India!,@kirito..,"‏‪<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1683"">28:03</a>‬‏ of course he&#39;s going to get scammed at least, it&#39;s part of the experience 💀"
I bought the CHEAPEST Tech in India!,@gtx1650max-q,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1385"">23:05</a> that watch mic and camera is like better than 99% of entry to midrange gaming laptops xD"
I bought the CHEAPEST Tech in India!,@mgth7812,"Oh god this guy didn’t even use the correct map, i am disappointed on your parents seriously"
I bought the CHEAPEST Tech in India!,@ratneshgavali257,"Amazing Video❤️🇮🇳 Unexpected Collab tbh, but a nice one indeed 😂😂"
I bought the CHEAPEST Tech in India!,@rishiraj8837,Bro can&#39;t even make a dough
I bought the CHEAPEST Tech in India!,@Tdransomsdooz,Dat da - da deda deda deda... Happy birthday is copy righted!
I bought the CHEAPEST Tech in India!,@rock3rzz,Bro satisfied majority of his audience
I bought the CHEAPEST Tech in India!,@Xyroxia,Amazing video as always
I bought the CHEAPEST Tech in India!,@XIAO_PLAYS,Target audience - 🌎<br>Real audience - 🇮🇳
I bought the CHEAPEST Tech in India!,@deepboiledpotatoes8317,All (most) of thing  are imported frm china.
I bought the CHEAPEST Tech in India!,@salty22,Thats what she said?😆
I bought the CHEAPEST Tech in India!,@user-fi4uh3oq3g,❤❤❤
I bought the CHEAPEST Tech in India!,@Siddeshlowk,"The interesting thing is, that most of his purchases were probably even more pricey than they should have been just because he had a British accent... foreigners are usually charged double or triple"
I bought the CHEAPEST Tech in India!,@shantanuranjan5462,"Bro is Not Ready for Zomato, Swiggy, Rapido, Pharmeasy, etc.💀"
I bought the CHEAPEST Tech in India!,@danzeldasuki7850,All of this is from china actually..... N all the tech is copied by China from US... Facts?
I bought the CHEAPEST Tech in India!,@GwaskaMohammad,I&#39;m always comparing the subscribers count to Apple all the time 😅 I&#39;m really looking forward to when we&#39;ll overtake apple
I bought the CHEAPEST Tech in India!,@parthmakadiya8874,"You made awesom videos. One thing, It would be nice if you can use the correct version of inidan map. ( the one you used at <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=441"">7:21</a> is not correct )"
I bought the CHEAPEST Tech in India!,@Prakhar_Kumar00,"He only knows how to say &quot;&quot;Kitna?&quot; 😅😅😅<br>Really lovely to see all this on his channel, lawl"
I bought the CHEAPEST Tech in India!,@TeamSquid69,Watched half the video in 2 times speed 😂😂😂
I bought the CHEAPEST Tech in India!,@nazaire7,God I love India&#39;s aesthetic. Such gorgeous clothing; I know your top wasn&#39;t part of the vid but it&#39;s stellar!
I bought the CHEAPEST Tech in India!,@Annoyyo7,okay the roti-maker is a scam (telling from experience) 😭
I bought the CHEAPEST Tech in India!,@VickyRaj-ti8fj,Bro testing more than 80% chinese products 😂
I bought the CHEAPEST Tech in India!,@vishweshchauhan2132,This is the worst roti and i love it😂
I bought the CHEAPEST Tech in India!,@nandor613,"Great video! Also, you messed up at <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=365"">6:05</a> , you are showing the lava, with the title saying M34"
I bought the CHEAPEST Tech in India!,@raghavdayal1959,I am from Delhi
I bought the CHEAPEST Tech in India!,@loki7679,These are the highest points arun has ever given in any video....😂😂<br>Loved it..<br>By the way the roti you cooked looked raw..😂<br><br>Loved the video awesome work..❤
I bought the CHEAPEST Tech in India!,@shrikunjpawar5058,We Indians hope u enjoyed ur stay at our Motherland..❤🇮🇳
I bought the CHEAPEST Tech in India!,@pingvinsgamingyt3960,return to sender be like
I bought the CHEAPEST Tech in India!,@kaiperdaens7670,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1285"">21:25</a> you should maybe use it BC you will severely overshoot your stepping goal which might just be good."
I bought the CHEAPEST Tech in India!,@sss23,Lava just peaked ❤🎉
I bought the CHEAPEST Tech in India!,@muhsin_raziey,The fact &quot;Everything is made by China&quot;
I bought the CHEAPEST Tech in India!,@geraldpolymath,Creepy massage 😜 guy
I bought the CHEAPEST Tech in India!,@loganmacgyver2625,arent those products aliexpress products just sold at street instead of online
I bought the CHEAPEST Tech in India!,@parabr,"Wait, you mean to tell me that the rest of the world DON&#39;T have 10 minute grocery delivery, doorstep service delivery AND a unified payment interface?<br><br>And they call US backward, lol."
I bought the CHEAPEST Tech in India!,@VarunKumar-hi5bu,Welcome home bro
I bought the CHEAPEST Tech in India!,@user-st2nk8by2u,The blinkit app is like south African checkers 60 minutes
I bought the CHEAPEST Tech in India!,@young_n._older,"No no no no <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=870"">14:30</a> that wasn&#39;t Hindi at all 😂"
I bought the CHEAPEST Tech in India!,@ExpansiveReviews,The collab we didn’t know we needed! 🎉✨
I bought the CHEAPEST Tech in India!,@MarvionXD,Such a well put out video!
I bought the CHEAPEST Tech in India!,@mgth7812,The cliche music I know you are a ABCDesi but that background music
I bought the CHEAPEST Tech in India!,@Uyytrdf,Arun that black curtain with blue dots is very familiar
I bought the CHEAPEST Tech in India!,@siddharthsenapati7964,Where is @blinkit? Here is your free advertisement.😂
I bought the CHEAPEST Tech in India!,@HarshePotula,Where does where did this exactly take place?
I bought the CHEAPEST Tech in India!,@faisaleqbal5367,after this video.....arun is going to bee too close to apple......
I bought the CHEAPEST Tech in India!,@ToxicParis223,I love the way he pronounced everything PERFECTLY
I bought the CHEAPEST Tech in India!,@derickmonto534,I guess most of the products are Chinese which are sold here.
I bought the CHEAPEST Tech in India!,@kfair3331,Why does he fit in here?
I bought the CHEAPEST Tech in India!,@K.H.A.Y.A.L.I,Free  Palestine
I bought the CHEAPEST Tech in India!,@mayanknailwal,Arun at Nehru Place 😮😵
I bought the CHEAPEST Tech in India!,@mgth7812,Such a distasteful thumbnail
I bought the CHEAPEST Tech in India!,@nourishcherish9593,no way the footmassager came in 8 minutes from a person riding a cycle
I bought the CHEAPEST Tech in India!,@AnotherGameNerd5,"I have that backpack is by “Crelander” , I’ve had it since 2022 and I love tf out of it, people constantly ask me where i get it from."
I bought the CHEAPEST Tech in India!,@58d,I was actually excited for the Iron Man helmet from the thumbnail 😭
I bought the CHEAPEST Tech in India!,@NamasteBbooktube,Best video ever...😂
I bought the CHEAPEST Tech in India!,@ArjunSharma-lm3vp,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=2221"">37:01</a> bulldozer incomming 😶😞"
I bought the CHEAPEST Tech in India!,@ernestoditerribile,You can’t be positive about the QR-payments. And other government and bank controlled apps for buying stuff.
I bought the CHEAPEST Tech in India!,@ahmadirfan880,Most of the products are manufactured in China
I bought the CHEAPEST Tech in India!,@user-vm1xp4rw9e,I am still wishing for a TechWiser and  Mrwhosetheboss collaboration ❤❤❤
I bought the CHEAPEST Tech in India!,@pizza4921,"Battery life <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1831"">30:31</a> is spelt wrong BTW Arun"
I bought the CHEAPEST Tech in India!,@theprincepriyamlife5017,Soo disappointed that you review about techs and you don’t know about India’s digital payments
I bought the CHEAPEST Tech in India!,@user-wo1br1tf6v,@Mrwhosetheboss you got India&#39;s map wrong!!!!!!!! -_-
I bought the CHEAPEST Tech in India!,@cooper-pj9dk,Surprised he hasn’t reviewed Apple Vision Pro yet
I bought the CHEAPEST Tech in India!,@rishabhyadav4772,Fabulous collaboration ❤❤
I bought the CHEAPEST Tech in India!,@jamesevans3492,OVER $$$ PRICED PIECE$ OF crAPPLE$ . . . . Ouch . . .
I bought the CHEAPEST Tech in India!,@flxral_doll,"The chopped off &quot;that&#39;s what&quot; (she said) at <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1063"">17:43</a> 😅"
I bought the CHEAPEST Tech in India!,@theokt404,Thanks for the birthday song. It is actually infact my birthday  : )
I bought the CHEAPEST Tech in India!,@kirito..,Who is the guy in black t-shirt  unboxing the techs ?
I bought the CHEAPEST Tech in India!,@nashizumrud2090,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=59"">0:59</a> ew cringe"
I bought the CHEAPEST Tech in India!,@1floccinaucinihilipilification,I forgot about the hand massager 💀
I bought the CHEAPEST Tech in India!,@bikramhansda3971,Chi 🤢<br>For<br>TG
I bought the CHEAPEST Tech in India!,@hedwiglefthand1185,indians here
I bought the CHEAPEST Tech in India!,@T3CHGY007,A portable rick roll with that backpack!
I bought the CHEAPEST Tech in India!,@rajeshdasari2609,Some of them are Made in China
I bought the CHEAPEST Tech in India!,@tusharparvej3621,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=720"">12:00</a> I think you should&#39;ve spent at least $15-$20 on aridopes because the one you bought is the cheapest offered by Boat. You will find the other variants also good in build quality."
I bought the CHEAPEST Tech in India!,@praneetmundra-dr2tx,Itsss me
I bought the CHEAPEST Tech in India!,@Essela_5056,The new thumbnail looks better
I bought the CHEAPEST Tech in India!,@TheRealAndrewPlays,OMG lol
I bought the CHEAPEST Tech in India!,@krishgupta687,Loved how Arun was communicating in hindi too with the vendors
I bought the CHEAPEST Tech in India!,@user-kb9tz7pp9y,It has been almost three+ years since i have carried physical cash in my pockets..thanx to UPI
I bought the CHEAPEST Tech in India!,@ivchacjd,Bro went back to spawn
